date,title,url,sourceName
17.3.2020,New Yorkin pormestarin mukaan kaupunki ei tällä hetkellä suunnittele karanteenia,https://edition.cnn.com/world/live-news/coronavirus-outbreak-03-17-20-intl-hnk/index.html,CNN
17.3.2020,"Hallitus otti heti käyttöön mahdollisuuden rajoittaa lääkkeiden myyntiä – Nämä asiat muuttuvat, kun osia valmiuslaista tulee voimaan",https://www.hs.fi/politiikka/art-2000006443145.html,HS
17.3.2020,"Nämä ovat kriittiset ammatit – valtioneuvosto julkaisi listan, katso se täältä",https://www.mtvuutiset.fi/artikkeli/nama-ovat-kriittiset-ammatit-valtioneuvosto-julkaisi-listan-katso-se-taalta/7764394#gs.0458nh,MTV3
17.3.2020,Johns Hopkins Experts Are Trying a Clever Antibody Method From The 1890s on COVID-19 ,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.google.fi%2Famp%2Fs%2Fwww.sciencealert.com%2Fa-classic-therapy-from-the-1890s-could-help-protect-against-coronavirus-experts-say%3Ffbclid%3DIwAR0fcUoKNsg3FM_4Te0-w4AW5BQNOlSFgGqlZXYzOFug4w-XlqOnkeZR_Jc&h=AT0swpig4NflhmvEDTDC0PFX_MnVeRYY-_v6wkrzLAV3rJ5BZ0egbrQGh3bVWFRApxAIkGCc_HYr2XauuilI9ug-Y30loJC6HYILEx0c5t9qWZkaPZI5csYiyjU5nMBjPChMesgc,sciencealert
17.3.2020,"Why More Coronavirus Testing Is One of The Most Important Actions Right Now, According to WHO ",https://www.sciencealert.com/who-warns-more-coronavirus-testing-is-needed,sciencealert
17.3.2020,Näkökulma: Ruotsi on tekemässä pahan virheen koronatoimissaan – ottaisi mallia Suomesta,https://www.iltalehti.fi/koronavirus/a/c4baf0e7-4128-4dfa-83df-1d2581f2507a,Iltalehti
18.3.2020,Perustuslakivaliokunta kertoo kantansa valmiuslakiin,https://yle.fi/uutiset/3-11263507,YLE
18.3.2020,The psychology of panic buying: why do we feel the need to stockpile?,https://www.stylist.co.uk/life/coronavirus-panic-buying-shoppers-stockpiling-rationing-toilet-roll-hand-sanitiser-supermarkets-stores/365688,The Stylist
18.3.2020,"Europe Passes China in Confirmed Coronavirus Cases, Deaths",https://www.bloomberg.com/news/articles/2020-03-18/europe-surpasses-china-in-number-of-confirmed-coronavirus-cases,Bloomberg
19.3.2020,HUS on siirtynyt täysvalmiuteen,https://www.is.fi/kotimaa/art-2000006445392.html,Iltasanomat
19.3.2020,Kuinka moni joutuu korona­viruksen vuoksi teho­hoitoon? THL:n luvut poikkeavat selvästi kansain­välisistä arvioista,https://www.hs.fi/politiikka/art-2000006444716.html,HS
20.3.2020,"Tehohoidon ylilääkäri Ylelle: Tehohoitoa joudutaan rajaamaan raskaasti, jos synkimmät ennusteet toteutuvat – 11 tärkeää kysymystä tehohoidosta",https://yle.fi/uutiset/3-11265359?utm_source=twitter-share&utm_medium=social,YLE
20.3.2020,"Suomi lisää korona­viruksen testaus­kapasiteettia, mutta ei ota testeihin lievä­oireisia: ”Emme totta puhuen ymmärrä WHO:n linjausta”, sanoo THL:n Mika Salminen",https://www.hs.fi/kotimaa/art-2000006446009.html,HS
